City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
134,nasirabad,26.3,74.7333,16.48,39,0,2.57,IN,1675645245
135,faya,18.3851,42.4509,13.29,62,98,1.31,SA,1675645808
136,tasiilaq,65.6145,-37.6368,-3.91,95,100,2.03,GL,1675645809
137,neyshabur,36.2133,58.7958,3.42,33,0,0.78,IR,1675645809
138,roma,43.2128,-75.4557,6.16,75,100,0.0,US,1675645810
139,kitgum,3.2783,32.8867,21.73,42,19,1.28,UG,1675645810
140,kuntaur,13.6667,-14.8833,23.87,15,100,3.12,GM,1675645811
141,lompoc,34.6391,-120.4579,13.8,80,0,6.69,US,1675645809
142,ziro,27.6333,93.8333,2.73,70,5,1.09,IN,1675645811
143,laguna,38.421,-121.4238,13.03,65,0,4.12,US,1675645753
144,tuktoyaktuk,69.4541,-133.0374,-38.39,100,55,2.74,CA,1675645811
145,batticaloa,7.7102,81.6924,24.72,85,100,3.0,LK,1675645812
146,klaksvik,62.2266,-6.589,9.51,90,100,14.85,FO,1675645812
147,katobu,-4.9408,122.5276,27.81,76,100,2.51,ID,1675645813
148,along,28.1667,94.7667,10.85,64,0,0.59,IN,1675645813
149,ercis,39.0287,43.3586,-2.67,95,100,3.06,TR,1675645814
150,qaqortoq,60.7167,-46.0333,-12.05,83,96,8.32,GL,1675645814
151,gabu,12.2833,-14.2167,21.52,41,96,2.06,GW,1675645815
152,kloulklubed,7.0419,134.2556,27.28,77,100,9.46,PW,1675645815
153,mae chan,20.1467,99.8526,17.91,50,54,0.76,TH,1675645816
154,lodja,-3.4833,23.4333,20.38,85,98,0.77,CD,1675645816
155,vila velha,-20.3297,-40.2925,27.19,84,0,5.66,BR,1675645626
156,cayenne,4.9333,-52.3333,22.02,100,0,0.0,GF,1675645817
157,karakol,42.4907,78.3936,-3.45,72,100,1.71,KG,1675645817
158,srednekolymsk,67.45,153.6833,-34.07,97,100,2.16,RU,1675645818
159,brae,60.3964,-1.353,7.85,88,100,11.5,GB,1675645818
160,pailon,-17.65,-62.75,24.5,95,100,2.36,BO,1675645819
161,saint-philippe,-21.3585,55.7679,24.77,85,100,4.65,RE,1675645819
162,tomatlan,19.9333,-105.25,23.29,64,0,1.51,MX,1675645820
163,pag,44.445,15.0575,1.32,58,98,6.56,HR,1675645820
164,dharchula,29.85,80.5333,8.56,27,0,3.51,IN,1675645820
165,wilkie,52.4168,-108.7014,-3.39,88,100,2.97,CA,1675645821
166,kruisfontein,-34.0033,24.7314,22.71,90,89,2.38,ZA,1675645822
167,acajutla,13.5928,-89.8275,25.94,65,0,2.56,SV,1675645822
168,mount isa,-20.7333,139.5,27.87,69,100,4.63,AU,1675645792
169,kupang,-10.1667,123.5833,29.32,74,75,1.54,ID,1675645823
170,alyangula,-13.8483,136.4192,29.81,52,97,1.5,AU,1675645823
171,juegang,32.3174,121.1855,9.43,96,100,3.5,CN,1675645824
172,victoria,22.2855,114.1577,19.62,87,84,1.34,HK,1675645582
173,zhigansk,66.7697,123.3711,-41.08,95,100,0.34,RU,1675645825
174,guerrero negro,27.9769,-114.0611,16.1,77,96,8.43,MX,1675645803
175,vershino-darasunskiy,52.35,115.5167,-22.59,90,17,1.88,RU,1675645825
176,lewistown,40.5992,-77.5714,5.89,81,100,0.0,US,1675645826
177,mount gambier,-37.8333,140.7667,19.8,53,19,2.98,AU,1675645826
178,santa cruz,-17.8,-63.1667,23.7,88,40,2.57,BO,1675645542
179,tymovskoye,50.8456,142.655,-15.98,90,82,0.69,RU,1675645826
180,tuatapere,-46.1333,167.6833,16.41,78,91,4.72,NZ,1675645827
181,khatanga,71.9667,102.5,-36.84,100,48,2.94,RU,1675645828
182,lircay,-12.9896,-74.7205,9.33,92,100,1.62,PE,1675645828
183,popondetta,-8.7537,148.2534,24.25,96,100,0.7,PG,1675645828
184,xuanzhou,30.9525,118.7553,8.78,95,100,1.78,CN,1675645566
185,tibati,6.4667,12.6333,20.87,18,56,2.41,CM,1675645829
186,pochutla,15.7432,-96.4661,25.9,72,0,1.85,MX,1675645830
187,fuerte olimpo,-21.0415,-57.8738,25.21,61,11,2.13,PY,1675645830
188,willowmore,-33.2926,23.4895,20.12,72,4,2.39,ZA,1675645830
189,saint george,37.1041,-113.5841,8.33,63,100,7.72,US,1675645831
190,ancud,-41.8697,-73.8203,14.42,77,69,2.11,CL,1675645829
191,polunochnoye,60.8697,60.4153,-19.93,100,75,1.24,RU,1675645831
192,ponta do sol,32.6667,-17.1,16.35,51,4,2.47,PT,1675645832
193,nuevo progreso,23.1667,-97.95,19.38,64,0,0.45,MX,1675645832
194,ilhabela,-23.7781,-45.3581,25.53,89,99,2.45,BR,1675645833
195,kidal,18.4411,1.4078,21.85,13,0,1.91,ML,1675645833
196,orikum,40.3253,19.4714,2.97,58,0,5.93,AL,1675645833
197,hami,42.8,93.45,-1.97,42,84,1.65,CN,1675645832
198,nogliki,51.8333,143.1667,-16.44,89,74,3.91,RU,1675645834
199,barcelona,41.3888,2.159,11.41,76,0,3.09,ES,1675645595
200,port augusta,-32.5,137.7667,29.43,23,6,1.64,AU,1675645834
201,krasnovishersk,60.4078,57.082,-20.82,99,83,1.56,RU,1675645835
202,rawson,-43.3002,-65.1023,17.37,66,100,9.46,AR,1675645835
203,sao filipe,14.8961,-24.4956,20.86,62,24,6.9,CV,1675645836
204,zelenogorskiy,55.0333,87.0,-25.74,100,94,0.88,RU,1675645836
205,souillac,-20.5167,57.5167,25.26,86,100,4.69,MU,1675645837
206,bambous virieux,-20.3428,57.7575,26.23,82,100,4.62,MU,1675645780
207,bredasdorp,-34.5322,20.0403,20.24,90,24,4.11,ZA,1675645823
208,lagoa,39.05,-27.9833,15.01,84,100,4.44,PT,1675645837
209,wundanyi,-3.4019,38.364,14.95,93,5,1.32,KE,1675645838
210,isangel,-19.55,169.2667,30.18,67,100,1.26,VU,1675645668
211,aljezur,37.3191,-8.8033,10.41,65,5,1.44,PT,1675645839
212,komsomolskiy,40.4272,71.7189,3.4,93,100,1.03,UZ,1675645839
213,taltal,-25.4,-70.4833,21.9,77,4,1.19,CL,1675645828
214,joshimath,30.5667,79.5667,2.79,41,0,4.05,IN,1675645840
215,matamoros,25.5333,-103.25,25.06,14,0,2.57,MX,1675645840
216,kirakira,-10.4544,161.9205,25.99,92,100,9.51,SB,1675645840
217,yellowknife,62.456,-114.3525,-20.25,76,100,5.36,CA,1675645683
218,sokoni,-6.4333,39.55,26.68,78,25,4.47,TZ,1675645841
219,shimoda,34.6667,138.95,10.06,42,93,3.94,JP,1675645841
220,mingshui,36.7167,117.5,7.07,45,10,1.11,CN,1675645842
221,muscatine,41.4667,-91.1335,0.92,71,0,2.57,US,1675645821
222,la ronge,55.1001,-105.2842,-4.25,96,100,2.66,CA,1675645842
223,bayan,46.0833,127.4,-17.48,92,56,1.29,CN,1675645843
224,sao francisco de paula,-29.4481,-50.5836,17.25,87,2,0.37,BR,1675645843
225,slawno,54.3628,16.6789,-1.63,84,100,2.53,PL,1675645843
226,qiryat gat,31.61,34.7642,13.0,11,6,6.91,IL,1675645682
227,kalianget,-7.05,113.9333,26.28,83,100,3.49,ID,1675645844
228,coihaique,-45.5752,-72.0662,14.34,66,1,3.45,CL,1675645844
229,esperance,-33.8667,121.9,25.14,45,79,8.74,AU,1675645838
230,nantucket,41.2835,-70.0995,8.08,83,0,6.17,US,1675645817
231,vidim,56.4088,103.1106,-13.44,97,100,2.68,RU,1675645845
232,pisco,-13.7,-76.2167,24.03,83,0,5.14,PE,1675645605
233,warragul,-38.1667,145.9333,20.53,51,42,2.37,AU,1675645846
234,bubaque,11.2833,-15.8333,24.52,60,100,7.72,GW,1675645846
235,bambanglipuro,-7.95,110.2833,27.0,76,87,0.96,ID,1675645846
236,teguldet,57.3064,88.1667,-25.59,100,100,1.04,RU,1675645847
237,mehamn,71.0357,27.8492,3.97,65,100,9.26,NO,1675645820
238,cairns,-16.9167,145.7667,31.15,81,100,4.12,AU,1675645559
239,erice,38.037,12.5865,4.26,64,5,3.67,IT,1675645847
240,ningbo,29.8782,121.5495,10.05,98,100,1.08,CN,1675645848
241,smithers,54.7804,-127.1743,-0.89,93,100,1.64,CA,1675645648
242,takoradi,4.8845,-1.7554,26.53,88,79,4.56,GH,1675645848
243,jiayuguan,39.8167,98.3,-4.21,42,99,0.75,CN,1675645849
244,karera,25.4667,78.15,15.7,41,0,1.27,IN,1675645849
245,sao joao da barra,-21.6403,-41.0511,24.29,95,11,0.57,BR,1675645850
246,campiglia marittima,43.0602,10.6152,5.73,59,99,9.49,IT,1675645850
247,paamiut,61.994,-49.6678,-10.39,78,100,9.06,GL,1675645851
248,paragominas,-2.9667,-47.4833,22.39,98,100,1.53,BR,1675645851
249,puerto salgar,5.463,-74.6544,25.3,78,25,0.17,CO,1675645851
250,yaypan,40.3758,70.8156,4.72,87,100,0.62,UZ,1675645852
251,kitimat,54.0524,-128.6534,3.84,72,100,0.45,CA,1675645852
252,beyneu,45.3167,55.2,-0.87,82,23,2.91,KZ,1675645853
253,kosum phisai,16.2486,103.0674,25.47,72,52,1.05,TH,1675645853
254,portland,45.5234,-122.6762,10.38,88,75,4.12,US,1675645599
255,comodoro rivadavia,-45.8667,-67.5,16.92,72,0,5.14,AR,1675645538
256,severo-kurilsk,50.6789,156.125,-2.83,73,100,4.28,RU,1675645854
257,pedernales,18.0384,-71.744,24.66,70,6,4.8,DO,1675645854
258,longyearbyen,78.2186,15.6401,-2.09,74,40,1.03,SJ,1675645820
259,tatarsk,55.219,75.9828,-22.23,100,100,2.04,RU,1675645855
260,ahipara,-35.1667,173.1667,20.18,94,100,2.13,NZ,1675645855
261,bontang,0.1333,117.5,26.88,80,53,1.86,ID,1675645856
262,hoquiam,46.9809,-123.8893,8.33,90,100,0.89,US,1675645823
263,san patricio,28.017,-97.5169,21.05,85,0,4.27,US,1675645856
264,haines junction,60.7522,-137.5108,-10.13,98,100,1.21,CA,1675645857
265,kavieng,-2.5744,150.7967,28.75,70,24,2.51,PG,1675645857
266,vitry-le-francois,48.7333,4.5833,3.23,81,88,5.58,FR,1675645858
267,guilin,25.2819,110.2864,10.32,94,100,0.84,CN,1675645858
268,vagur,61.4732,-6.8119,8.69,89,100,16.58,FO,1675645858
269,orlik,52.5178,99.825,-24.8,99,99,0.76,RU,1675645859
270,birjand,32.8663,59.2211,3.79,41,5,1.89,IR,1675645859
271,georgetown,5.4112,100.3354,25.96,89,20,0.51,MY,1675645705
272,isiro,2.7739,27.616,20.8,40,99,0.8,CD,1675645860
273,magomeni,-6.8,39.25,25.85,81,100,2.73,TZ,1675645860
274,itarema,-2.9248,-39.9167,25.63,83,100,4.06,BR,1675645826
275,oktyabrskoye,43.0645,44.7417,-2.92,92,98,4.0,RU,1675645860
276,mezhdurechensk,53.6942,88.0603,-21.8,99,11,1.56,RU,1675645861
277,kousseri,12.0769,15.0306,24.08,16,59,4.04,CM,1675645861
278,talnakh,69.4865,88.3972,-15.44,98,99,1.09,RU,1675645862
279,valentin gomez farias,28.2167,-106.5833,17.24,20,0,1.86,MX,1675645862
280,russell,32.3502,-85.1999,14.57,89,1,2.17,US,1675645846
281,del rio,29.3627,-100.8968,22.06,33,0,2.57,US,1675645863
282,hell,63.4455,10.9033,2.14,92,75,2.57,NO,1675645863
283,shetpe,44.1667,52.1167,-0.61,76,94,3.1,KZ,1675645864
284,fort nelson,58.8053,-122.7002,-18.2,99,41,0.64,CA,1675645864
285,brownsville,25.9018,-97.4975,21.72,77,0,3.6,US,1675645737
286,bengkulu,-3.8004,102.2655,24.59,80,100,2.55,ID,1675645826
287,labrea,-7.2586,-64.7981,22.63,98,98,0.43,BR,1675645865
288,saint-pierre,-21.3393,55.4781,24.82,78,0,2.06,RE,1675645865
289,asfi,32.2994,-9.2372,11.96,71,0,2.89,MA,1675645866
290,jumla,29.2747,82.1838,2.1,50,0,1.85,NP,1675645867
291,sioux lookout,50.1001,-91.917,-17.71,98,97,1.47,CA,1675645850
292,dikson,73.5069,80.5464,-18.81,97,100,1.04,RU,1675645867
293,touros,-5.1989,-35.4608,26.62,76,8,5.07,BR,1675645854
294,catabola,-12.15,17.2833,14.58,93,100,1.81,AO,1675645868
295,baragaon,25.4333,82.8167,12.99,100,0,0.0,IN,1675645868
296,kushmurun,52.4503,64.6311,-13.92,96,96,3.0,KZ,1675645869
297,thunder bay,48.4001,-89.3168,-16.13,96,41,1.88,CA,1675645869
298,quesnel,52.9999,-122.5029,1.4,98,100,2.26,CA,1675645870
299,sydney,-33.8679,151.2073,29.08,66,75,7.72,AU,1675645192
300,yulara,-25.2406,130.9889,28.69,13,0,5.65,AU,1675645741
301,huarmey,-10.0681,-78.1522,22.78,79,77,2.66,PE,1675645870
302,vestmannaeyjar,63.4427,-20.2734,4.64,66,100,10.63,IS,1675645732
303,todos santos,23.45,-110.2167,23.36,79,48,2.37,MX,1675645871
304,manokwari,-0.8667,134.0833,24.55,92,100,1.31,ID,1675645766
305,hokitika,-42.7167,170.9667,19.19,69,4,5.38,NZ,1675645872
306,mayor pablo lagerenza,-19.9309,-60.7718,25.01,63,65,3.38,PY,1675645872
307,iqaluit,63.7506,-68.5145,-27.95,68,100,4.02,CA,1675645872
308,bull savanna,17.8868,-77.5902,22.48,83,0,3.7,JM,1675645873
309,ilulissat,69.2167,-51.1,-16.99,78,100,10.8,GL,1675645873
310,cap malheureux,-19.9842,57.6142,26.37,79,100,2.24,MU,1675645874
311,limulunga,-15.0969,23.1376,18.97,95,100,1.45,ZM,1675645874
312,road town,18.4167,-64.6167,26.02,73,40,5.66,VG,1675645773
313,neiafu,-18.65,-173.9833,29.38,74,75,4.12,TO,1675645875
314,shelburne,44.0787,-80.2041,1.42,89,100,5.03,CA,1675645582
315,la asuncion,11.0333,-63.8628,24.63,82,100,7.36,VE,1675645875
316,lahaina,20.8783,-156.6825,27.0,86,9,3.73,US,1675645876
317,zhanaozen,43.3,52.8,-0.5,74,97,5.34,KZ,1675645876
318,neral,19.0333,73.3167,23.79,41,70,1.11,IN,1675645800
319,inirida,3.8653,-67.9239,22.33,98,75,1.13,CO,1675645877
320,arlit,18.7369,7.3853,21.29,15,49,3.5,NE,1675645852
321,nanuque,-17.8392,-40.3539,24.98,75,0,4.94,BR,1675645877
322,kaoma,-14.7833,24.8,17.9,99,100,0.57,ZM,1675645877
323,san jose,37.3394,-121.895,11.66,78,75,6.17,US,1675645730
324,kaeo,-35.1,173.7833,19.52,93,100,2.41,NZ,1675645814
325,pangnirtung,66.1451,-65.7125,-37.69,95,95,2.1,CA,1675645878
326,marsabit,2.3284,37.9899,19.34,32,1,2.78,KE,1675645879
327,leningradskiy,69.3833,178.4167,-29.33,98,100,2.03,RU,1675645838
328,bangassou,4.7413,22.8184,22.02,27,69,1.39,CF,1675645879
329,las vegas,36.175,-115.1372,16.38,22,0,8.75,US,1675645407
330,biak,-0.9131,122.8766,27.88,63,95,2.6,ID,1675645880
331,govindgarh,27.5,76.9833,13.85,48,0,1.27,IN,1675645881
332,dalbandin,28.8947,64.4101,12.35,41,0,2.46,PK,1675645882
333,northam,51.0333,-4.2167,3.12,82,76,3.09,GB,1675645882
334,port-gentil,-0.7193,8.7815,26.91,79,84,5.99,GA,1675645883
